cliente_id,edad,antiguedad,prima_mensual,numero_siniestros,numero_reclamos,renovaciones,abandona
79,71,13,218.0,2,5,11,0
80,66,18,214.54,0,1,19,0
81,71,13,274.52,2,3,12,0
82,35,13,254.54,0,2,14,0
83,71,14,419.43,5,1,15,0
84,60,0,101.9,1,4,0,1
85,42,10,150.43,0,3,11,0
86,71,13,165.86,0,0,15,0
87,40,7,317.05,2,2,5,0
88,30,0,306.11,0,1,0,0
89,31,7,335.8,2,0,9,0
90,63,3,365.56,0,0,5,1
91,37,18,327.39,4,1,17,1
92,62,20,162.28,1,0,22,0
93,68,18,367.4,0,1,18,0
94,59,10,74.81,1,1,11,0
95,58,14,338.78,1,2,14,0
96,52,24,253.73,1,2,24,0
97,33,2,175.99,1,3,4,0
98,42,10,80.91,2,0,9,0
99,34,10,176.27,1,4,12,1
100,30,1,161.72,0,1,0,0
101,59,22,256.51,2,0,21,0
102,33,9,322.3,0,1,9,0
103,65,17,195.7,2,0,17,0
104,64,6,189.91,2,5,5,1
105,65,15,175.07,1,3,17,0
106,24,6,143.76,0,0,4,0
107,26,4,87.3,0,0,3,0
108,66,15,108.98,0,0,16,0
109,29,0,165.94,3,0,0,0
110,22,4,309.19,0,0,6,0
111,23,1,115.01,2,2,3,0
112,51,12,241.2,1,4,13,0
113,57,1,301.66,2,5,0,1
114,34,2,129.68,0,0,0,0
115,62,19,248.57,0,0,19,0
116,47,2,331.21,3,3,4,1
117,30,6,113.61,0,0,6,0
118,22,0,133.05,0,2,2,0
119,46,3,248.11,0,1,3,0
120,49,14,100.57,0,1,14,0
121,19,0,156.99,1,4,2,0
122,66,21,382.14,1,3,20,0
123,59,14,418.11,0,2,15,0
124,48,11,225.17,0,0,10,0
125,62,15,179.52,4,3,17,1
126,23,2,165.91,0,3,4,0
127,18,0,227.03,0,1,1,0
128,66,1,147.35,1,4,2,0
129,49,3,80.97,1,3,2,0
130,18,0,105.42,5,4,1,0
131,59,4,259.38,2,1,4,0
132,48,15,162.62,1,1,17,0
133,74,4,398.33,0,3,5,1
134,68,16,171.53,0,2,18,0
135,60,15,398.8,1,1,15,0
136,52,12,243.03,0,0,11,0
137,32,13,364.71,0,2,14,0
138,60,25,381.88,5,1,23,0
139,55,10,400.49,3,1,12,0
140,18,0,225.79,1,0,1,0
141,34,10,306.84,0,0,10,0
142,72,17,214.4,0,2,18,0
143,20,2,96.0,1,4,1,0
144,45,3,358.94,2,0,2,0
145,75,0,87.48,2,0,0,0
146,33,13,285.05,2,0,11,0
147,42,19,329.59,1,2,18,0
148,34,14,167.02,0,3,14,0
149,28,1,237.86,0,2,2,0
150,47,9,145.7,0,1,8,0
151,40,18,182.43,1,0,19,0
152,54,21,365.76,4,4,22,0
153,75,9,364.78,0,3,8,0
154,57,8,327.55,2,2,7,0
155,75,20,315.61,0,1,22,0
156,26,1,415.66,0,1,0,1
157,52,11,271.72,3,3,11,0
158,48,25,182.15,3,3,26,0
159,27,3,396.85,2,6,5,1
160,68,12,75.29,1,1,12,0
161,70,20,427.31,0,0,18,0
162,53,10,417.8,0,0,11,0
163,37,13,114.34,0,0,14,0
164,33,4,217.69,0,5,6,0
165,65,23,128.72,0,0,24,0
166,35,1,332.31,0,1,0,0
167,24,5,209.59,3,2,3,0
168,30,1,430.62,2,0,0,1
169,56,0,89.22,0,6,2,1
170,71,24,280.6,1,3,23,0
171,27,9,71.08,2,0,8,0
172,69,5,111.77,3,0,5,0
173,33,10,76.0,0,0,11,0
174,65,2,250.97,2,1,0,0
175,32,9,86.48,2,4,11,0
176,59,0,93.11,1,1,0,0
177,46,2,411.72,0,0,1,1
178,58,18,278.38,0,7,20,0
179,50,19,233.48,2,0,21,0
180,31,6,241.59,0,1,7,0
181,64,3,188.77,0,0,2,0
182,48,2,104.67,0,1,2,0
183,53,1,292.86,1,1,0,0
184,73,21,427.63,1,4,19,0
185,56,9,203.63,1,0,10,0
186,24,2,391.24,0,3,4,1
187,45,17,440.33,2,2,19,1
188,60,22,171.63,0,2,22,0
189,40,0,138.93,0,2,0,0
190,58,0,104.87,1,1,1,0
191,41,9,344.21,2,1,7,0
192,27,2,356.69,0,0,3,0
193,49,19,237.98,0,3,17,0
194,25,4,327.72,1,1,4,1
195,43,19,90.82,0,5,18,0
196,36,10,115.59,1,1,9,0
197,63,7,260.1,2,3,5,0
198,65,1,235.76,1,0,1,0
199,54,12,339.61,0,0,10,0
200,28,9,244.84,1,1,10,0
201,33,13,293.77,1,1,13,0
202,32,5,366.06,0,2,7,0
203,75,24,202.76,2,3,23,0
204,27,4,144.96,1,3,2,1
205,67,20,257.76,2,3,21,0
206,74,18,314.34,5,1,18,0
207,22,3,238.04,0,0,1,0
208,22,2,245.46,0,1,2,1
209,73,2,303.7,1,1,4,0
210,65,1,240.9,2,2,1,0
211,50,4,433.93,1,3,4,0
212,23,4,315.53,0,2,5,0
213,57,5,208.28,3,1,5,0
214,21,2,95.05,0,2,2,0
215,72,21,436.48,1,0,19,0
216,27,5,187.89,1,2,4,0
217,23,2,282.39,1,1,1,0
218,71,23,448.92,3,0,24,0
219,19,1,187.37,4,1,2,1
220,26,2,99.32,2,0,4,0
221,74,16,84.34,0,3,15,0
222,27,2,138.72,1,2,1,0
223,20,1,208.43,2,5,3,1
224,65,25,240.59,1,0,26,0
225,30,5,327.76,1,1,5,0
226,50,16,229.09,0,0,18,0
227,34,1,313.65,3,1,0,0
228,51,3,178.32,2,0,5,0
229,45,2,429.64,0,1,2,0
230,44,1,220.65,0,1,0,0
231,19,1,423.71,2,2,0,1
232,36,15,334.51,0,2,16,0
233,75,2,77.22,0,0,4,0
234,25,4,160.3,0,0,6,0
235,25,7,296.76,0,1,6,0
236,36,13,70.59,0,2,12,0
237,23,4,440.37,0,1,6,0
238,50,17,77.73,3,0,18,0
239,34,0,205.7,0,0,0,0
240,65,24,196.36,0,1,23,0
241,61,14,442.71,1,0,13,1
242,67,14,84.05,0,3,12,0
243,37,16,221.33,2,1,14,0
244,30,4,205.65,2,4,4,1
245,69,11,236.04,0,1,12,0
246,29,7,332.99,0,3,7,0
247,64,13,99.99,1,3,15,0
248,24,0,194.61,0,1,1,1
249,46,11,239.91,2,4,13,0
250,35,1,98.52,1,1,0,0
251,27,9,327.67,1,0,8,0
252,41,11,215.48,1,2,12,0
253,41,14,359.97,1,1,15,0
254,35,7,435.0,0,0,9,0
255,53,3,169.48,0,1,5,0
256,49,6,116.6,2,1,7,0
257,69,21,437.67,5,2,19,0
258,36,9,393.52,2,4,8,0
259,50,7,116.12,0,0,8,0
260,53,18,210.19,2,1,20,0
261,22,2,221.3,2,1,3,0
262,70,18,98.03,4,2,19,0
263,51,11,118.77,2,1,13,0
264,26,6,261.09,3,3,8,1
265,28,2,192.61,2,1,4,0
266,72,2,165.23,1,1,1,0
267,57,17,105.5,1,2,19,0
268,60,19,343.84,1,3,21,1
269,73,0,100.86,4,3,0,0
270,67,18,228.3,1,1,20,0
271,37,15,163.05,2,1,16,0
272,21,1,237.05,1,0,3,1
273,73,22,191.34,5,1,23,0
274,41,16,283.43,0,1,16,0
275,27,1,89.23,4,4,2,1
276,73,5,379.12,3,2,4,0
277,49,16,247.39,3,1,14,0
278,50,14,437.34,0,1,12,0
279,56,20,325.56,0,0,18,0
280,74,8,346.45,2,1,9,1
281,53,6,207.76,0,1,7,0
282,35,3,118.89,0,1,3,0
283,41,4,145.64,1,1,2,1
284,63,10,375.51,1,0,12,1
285,57,10,131.75,5,2,10,0
286,50,16,272.29,2,0,14,0
287,61,3,442.36,1,3,1,1
288,34,7,344.13,1,0,9,0
289,42,4,382.23,0,2,2,1
290,46,10,229.14,0,0,12,0
291,48,23,346.41,2,1,25,0
292,60,15,269.68,0,0,17,0
293,40,21,363.36,2,2,21,0
294,30,3,176.02,0,5,3,0
295,63,6,332.29,1,1,8,0
296,68,23,173.91,0,2,24,0
297,43,11,432.75,2,0,11,0
298,23,2,421.12,1,2,1,1
299,52,8,424.55,1,0,10,0
300,33,7,89.29,3,0,6,0
301,44,10,342.6,0,3,8,0
302,28,6,318.1,3,1,5,0
303,36,10,178.46,0,3,12,0
304,65,23,393.13,0,4,24,0
305,29,0,448.93,0,1,0,0
306,18,0,285.83,0,6,0,1
307,59,17,269.24,3,0,19,0
308,30,12,112.81,0,1,12,0
309,18,0,370.49,1,3,0,1
310,58,12,384.26,1,0,10,0
311,26,7,192.97,0,0,6,0
312,35,10,184.74,2,0,10,0
313,21,0,246.85,0,2,0,0
314,58,9,209.67,0,5,10,1
315,65,19,211.98,2,4,21,0
316,70,6,359.51,1,2,4,0
317,51,22,207.48,3,0,24,0
318,30,9,273.93,0,3,10,1
319,31,11,291.6,0,1,9,0
320,50,13,243.58,0,1,13,0
321,43,8,380.25,2,2,6,1
322,62,2,275.64,0,4,3,1
323,44,5,362.21,2,6,6,1
324,75,12,240.44,3,1,10,0
325,60,17,120.54,3,0,19,0
326,26,3,387.23,2,6,4,1
327,52,13,272.13,2,0,13,0
328,30,11,360.89,0,2,13,0
329,74,0,161.45,0,2,1,0
330,63,1,163.0,0,1,3,0
331,73,24,91.45,1,0,26,0
332,56,24,325.56,0,0,23,0
333,51,7,227.15,0,1,9,0
334,29,10,327.93,1,0,10,0
335,60,12,368.61,0,1,11,0
336,29,8,249.94,2,0,7,0
337,21,3,437.76,1,0,2,1
338,39,20,100.05,1,1,22,0
339,30,0,172.02,1,2,0,1
340,66,18,345.24,1,1,18,0
341,18,0,426.12,4,0,1,0
342,62,19,337.43,0,0,19,0
343,42,14,272.79,0,0,16,0
344,47,3,375.07,2,3,3,0
345,41,10,227.29,1,0,9,1
346,53,18,290.07,0,0,18,0
347,54,7,259.73,1,2,7,0
348,49,23,313.84,1,0,23,0
349,64,17,255.56,3,1,15,0
350,71,2,429.17,1,3,3,1
351,58,7,95.83,0,0,8,0
352,57,20,323.37,1,1,21,1
353,52,17,226.31,0,2,19,0
354,19,1,376.34,3,0,0,1
355,33,6,305.52,0,1,7,1
356,43,14,284.7,5,0,12,0
357,72,20,358.64,0,1,22,0
358,58,0,337.08,0,3,0,1
359,72,3,410.02,3,0,5,1
360,20,0,330.08,0,1,0,1
361,72,10,75.95,0,0,11,0
362,37,5,284.3,1,3,7,1
363,66,23,123.18,5,2,25,0
364,40,1,107.12,0,0,3,0
365,56,12,438.19,0,2,13,0
366,40,17,427.63,1,2,18,1
367,57,9,373.26,2,0,8,0
368,68,20,128.63,0,1,18,0
369,37,14,206.77,0,0,13,0
370,53,17,264.73,0,0,19,0
371,56,25,193.28,0,0,26,0
372,64,17,413.98,4,2,16,0
373,28,2,172.19,0,0,1,0
374,44,9,254.01,0,0,8,0
375,49,19,304.33,1,0,17,0
376,39,19,214.36,3,1,20,0
377,73,20,440.21,0,1,19,0
378,29,6,438.12,0,2,7,0
379,68,7,193.84,0,3,7,1
380,54,6,295.05,1,2,8,1
381,64,14,428.33,0,3,12,0
382,68,25,225.47,1,2,24,0
383,27,6,369.85,0,7,7,1
384,52,16,420.93,3,1,14,0
385,41,22,410.29,1,2,20,0
386,33,11,133.21,1,1,12,0
387,39,13,110.26,0,0,15,0
388,62,18,153.99,0,1,20,0
389,27,5,449.13,1,0,3,1
390,64,4,202.36,0,3,6,0
391,48,3,236.5,1,0,3,1
392,63,3,78.58,0,0,2,0
393,65,7,266.08,1,1,8,0
394,32,12,223.92,0,2,13,0
395,65,19,405.58,1,1,17,0
396,31,4,355.88,2,0,2,0
397,52,5,209.0,0,0,6,0
398,58,10,296.85,1,2,10,0
399,47,19,135.56,1,3,21,0
400,61,4,189.01,0,0,4,0
401,50,12,228.93,0,1,11,0
402,52,22,419.28,3,0,21,0
403,26,2,189.54,1,0,2,0
404,49,4,144.15,0,1,5,0
405,49,13,339.85,1,0,15,1
406,66,7,180.99,0,1,6,0
407,54,23,363.57,1,1,25,0
408,67,17,382.85,0,3,15,0
409,46,17,153.05,1,2,16,0
410,20,1,169.87,3,0,0,0
411,33,6,378.07,1,1,8,0
412,28,9,122.91,0,0,7,0
413,52,8,296.81,0,6,8,1
414,35,16,444.49,1,0,17,0
415,35,4,336.54,0,0,4,0
416,66,21,219.23,0,2,22,0
417,22,0,223.08,2,2,0,0
418,49,10,291.14,3,3,8,0
419,47,20,322.37,0,0,22,0
420,45,6,257.99,0,0,8,0
421,54,15,369.56,3,3,13,1
422,68,14,76.19,3,0,15,1
423,45,6,448.36,3,4,6,1
424,74,8,105.47,0,0,7,0
425,58,9,345.88,2,1,7,0
426,18,0,251.19,0,0,1,1
427,62,10,380.5,5,1,9,0
428,32,6,103.95,2,0,6,0
429,26,6,363.91,2,0,5,1
430,54,0,301.92,0,1,0,0
431,27,6,304.11,1,0,4,1
432,25,6,203.58,1,3,5,0
433,23,1,280.29,1,2,0,0
434,60,9,148.07,1,0,10,0
435,21,1,258.06,0,1,3,1
436,74,0,445.02,3,0,2,1
437,52,21,135.65,1,6,19,1
438,22,0,169.63,0,0,1,0
439,58,22,260.4,0,2,20,0
440,52,19,128.02,0,0,18,0
441,27,8,194.17,1,3,6,0
442,45,23,432.3,0,0,24,0
443,57,19,90.91,1,2,18,0
444,63,4,336.57,0,5,6,1
445,70,23,168.51,0,2,23,0
446,25,0,197.3,1,1,0,0
447,54,20,99.29,1,1,21,0
448,28,5,129.78,2,4,3,0
449,50,0,86.73,3,0,1,0
450,27,2,423.84,2,1,3,1
451,33,13,418.02,0,3,15,0
452,50,21,412.74,0,3,19,0
453,22,3,399.09,2,0,1,1
454,18,0,146.26,1,0,2,0
455,41,18,439.31,5,3,20,0
456,33,4,72.42,0,0,4,0
457,62,0,431.38,0,2,0,1
458,51,7,229.53,4,6,6,0
459,23,0,420.08,3,1,0,1
460,65,2,290.69,1,2,3,1
461,54,1,235.29,4,0,1,0
462,69,12,336.28,2,0,12,0
463,30,2,366.38,1,0,1,0
464,38,13,115.88,0,3,14,0
465,34,3,104.36,2,0,5,1
466,71,10,126.36,2,5,11,0
467,61,9,168.86,5,0,10,0
468,53,23,279.05,0,0,22,0
469,21,1,119.67,2,1,0,0
470,34,2,78.28,0,4,3,0
471,23,2,116.56,4,0,4,0
472,64,12,258.53,0,1,12,0
473,29,4,176.34,3,0,6,0
474,59,9,259.58,3,1,7,0
475,26,6,145.79,3,1,8,0
476,42,22,206.46,1,1,24,0
477,42,8,138.33,0,0,8,0
478,48,16,205.82,1,0,15,0
479,60,7,171.28,2,4,5,0
480,32,9,391.67,2,1,8,1
481,55,10,376.36,1,4,8,0
482,40,18,284.17,1,0,19,0
483,29,7,84.43,0,2,5,0
484,18,0,418.8,0,0,0,0
485,72,10,92.63,0,2,9,0
486,72,16,397.05,4,1,17,0
487,39,9,192.59,4,2,10,0
488,49,20,190.57,2,1,22,0
489,32,10,293.8,0,0,10,0
490,64,0,430.54,4,1,2,1
491,56,10,419.99,4,0,12,1
492,49,4,195.84,0,1,4,0
493,74,2,382.23,1,2,2,1
494,34,6,164.83,0,0,4,0
495,21,3,236.52,0,0,4,0
496,42,11,277.49,0,1,13,0
497,61,7,131.81,0,3,7,1
498,34,3,98.2,0,1,1,0
499,75,2,198.42,5,4,0,1
500,59,5,300.78,1,0,5,0
501,30,6,334.93,2,2,6,0
502,37,7,106.45,0,1,8,0
503,41,0,232.49,0,2,2,0
504,24,0,148.64,1,6,1,0
505,37,12,248.96,3,0,14,0
506,41,12,210.37,1,0,13,0
507,71,8,284.41,0,2,6,1
508,40,17,227.31,2,0,15,0
509,70,16,229.08,1,4,17,0
510,33,15,183.56,0,3,13,0
511,75,16,374.17,1,2,14,0
512,46,5,430.64,0,0,4,1
513,45,2,445.55,1,7,1,1
514,34,10,416.11,3,0,11,0
515,53,10,395.52,1,4,8,0
516,57,18,268.57,0,1,17,0
517,55,24,436.64,0,0,22,0
518,73,17,404.45,3,0,18,0
519,48,1,135.44,0,2,2,1
520,74,10,332.4,0,1,10,0
521,19,1,380.61,0,0,2,0
522,61,3,439.55,0,0,4,0
523,38,8,346.94,1,0,9,0
524,70,13,351.56,2,4,11,0
525,28,1,188.23,1,0,3,0
526,19,0,143.25,2,3,0,1
527,21,2,337.76,0,3,4,1
528,25,0,161.94,1,1,1,0
529,40,11,132.14,3,2,9,0
530,42,1,131.9,1,5,0,0
531,61,6,172.25,0,0,4,0
532,26,2,298.43,0,0,2,0
533,63,20,174.64,3,3,21,0
534,47,9,327.33,2,1,7,1
535,60,11,283.35,1,0,9,0
536,39,8,313.43,3,0,8,0
537,51,24,161.31,0,3,26,0
538,38,4,344.09,1,7,4,0
539,43,12,349.96,1,7,11,1
540,63,7,330.8,1,1,7,0
541,72,5,389.44,3,0,3,0
542,65,8,345.57,1,4,8,0
543,32,5,154.86,3,1,5,0
544,55,9,246.23,0,0,11,0
545,57,2,249.44,0,0,3,0
546,44,1,400.92,0,7,1,1
547,54,14,124.43,3,0,12,0
548,58,5,189.1,0,1,4,0
549,28,9,360.5,1,3,7,1
550,45,20,233.18,1,1,18,0
551,30,11,211.78,0,1,13,0
552,61,0,308.14,0,2,0,1
553,24,3,261.27,0,0,1,0
554,36,14,346.58,1,1,13,0
555,75,15,206.52,0,5,16,1
556,32,11,444.25,0,0,13,1
557,41,22,317.21,0,4,22,0
558,57,1,295.69,0,0,0,1
559,25,6,238.84,0,0,5,0
560,61,20,73.54,1,0,22,0
561,56,22,122.12,2,0,24,0
562,25,1,259.14,1,3,3,0
563,40,22,225.71,0,1,21,0
564,48,10,159.11,0,0,8,0
565,60,15,126.67,0,1,13,0
566,59,7,243.57,4,0,5,1
567,29,0,393.85,0,2,1,0
568,24,6,358.12,0,3,5,1
569,75,14,432.93,0,2,14,0
570,29,1,222.3,4,0,2,0
571,48,25,230.26,3,0,24,0
572,21,1,109.41,3,1,3,0
573,29,9,214.31,0,0,8,0
574,49,3,407.29,1,0,3,1
575,73,21,269.43,2,2,20,0
576,60,10,267.26,1,2,11,0
577,33,15,201.38,1,1,17,0
578,57,1,74.43,3,1,2,0
579,73,5,98.45,1,0,5,0
580,32,8,314.46,0,0,9,0
581,54,14,103.45,1,0,15,0
582,19,0,223.31,0,1,0,0
583,57,20,185.75,1,0,21,0
584,41,1,380.3,2,1,3,0
585,63,21,208.05,1,0,20,1
586,40,20,436.48,0,1,18,1
587,28,7,123.37,2,2,5,0
588,30,3,115.88,2,0,2,0
589,24,6,227.5,3,3,8,1
590,75,14,243.81,1,1,15,1
591,65,1,280.23,1,2,3,0
592,29,11,289.85,2,0,12,0
593,56,10,261.56,0,6,9,1
594,39,9,242.08,0,1,11,0
595,62,17,397.07,2,5,16,1
596,57,22,180.42,0,2,21,0
597,62,20,192.5,0,1,21,0
598,60,22,228.64,2,3,22,0
599,45,25,74.85,0,1,23,0
600,30,4,355.07,0,0,4,1
601,21,2,147.52,1,1,3,1
602,73,21,351.01,3,2,23,0
603,50,25,372.8,1,2,23,0
604,42,13,433.55,4,0,15,1
605,65,8,147.17,3,4,9,0
606,58,22,339.63,0,2,24,0
607,64,6,181.79,0,2,5,0
608,65,16,115.35,0,0,16,0
609,55,8,72.15,1,5,6,0
610,38,19,89.33,3,2,19,0
611,54,17,206.07,2,0,16,0
612,51,2,368.78,0,1,3,1
613,32,14,151.07,0,1,13,0
614,57,16,250.45,1,3,14,0
615,40,14,161.33,1,4,13,0
616,61,10,214.92,2,0,10,0
617,36,0,416.31,2,1,2,1
618,20,1,411.35,0,1,0,1
619,67,17,272.62,1,0,16,0
620,45,3,148.12,2,4,4,0
621,22,1,79.03,2,0,0,1
622,68,8,282.07,1,0,8,0
623,46,20,223.69,0,1,18,0
624,59,23,304.97,2,2,21,0
625,50,3,180.14,1,2,3,0
626,46,12,220.14,1,1,14,0
627,65,12,372.77,2,0,11,0
628,74,25,399.51,1,5,23,0
629,53,4,116.83,0,2,6,0
630,23,2,149.82,2,2,1,0
631,59,16,124.13,0,2,16,0
632,29,10,373.87,2,3,12,0
633,53,2,180.45,0,0,4,0
634,39,11,118.72,1,0,13,0
635,30,5,254.63,0,2,7,1
636,54,11,376.93,4,0,11,1
637,32,11,351.13,1,3,10,0
638,39,15,245.88,0,0,17,0
639,59,19,101.15,0,3,21,0
640,64,20,99.06,0,0,22,0
641,70,18,289.98,2,0,16,0
642,52,17,249.4,2,1,16,0
643,55,23,395.72,0,1,21,0
644,50,0,321.82,2,3,2,0
645,66,16,123.34,0,1,18,0
646,27,7,426.89,0,3,6,1
647,41,7,86.27,0,4,7,0
648,47,1,85.16,1,0,3,0
649,35,8,289.88,1,1,9,0
650,59,2,266.33,0,4,4,1
651,70,11,255.01,1,2,13,0
652,46,5,157.4,1,0,4,0
653,41,19,342.58,0,0,19,0
654,48,21,251.95,0,0,22,0
655,20,0,287.92,0,2,0,0
656,27,0,133.21,3,1,1,0
657,54,20,77.08,2,2,20,0
658,31,7,300.48,1,1,6,0
659,56,4,371.95,2,0,6,1
660,64,21,200.22,1,2,20,0
661,26,1,76.29,1,4,2,0
662,56,3,137.42,3,2,5,0
663,25,1,253.25,0,2,0,0
664,67,21,316.71,1,1,19,0
665,45,7,426.6,1,3,7,1
666,65,24,388.13,1,1,24,0
667,32,14,396.44,0,4,15,1
668,18,0,289.64,0,0,0,0
669,38,13,207.66,0,2,13,0
670,52,13,284.57,1,7,14,0
671,44,17,367.84,1,1,19,0
672,37,18,200.86,2,2,16,0
673,46,25,335.74,0,0,26,0
674,69,17,303.33,1,0,18,0
675,18,0,382.84,1,2,0,1
676,32,5,100.42,0,1,6,0
677,51,9,340.41,1,5,8,0
678,46,0,146.65,1,3,0,1
679,68,19,264.01,1,2,17,0
680,59,0,440.75,0,0,1,1
681,43,12,292.71,1,2,10,0
682,53,9,345.93,1,2,9,0
683,35,7,300.42,0,4,9,1
684,29,6,262.37,1,1,6,0
685,69,16,433.55,3,3,18,1
686,46,12,284.0,2,3,13,0
687,75,18,397.57,1,0,19,0
688,32,10,336.45,2,1,10,0
689,18,0,164.34,0,2,0,1
690,29,7,189.27,0,2,6,0
691,61,6,259.62,0,2,6,0
692,30,3,387.81,0,3,1,0
693,61,21,257.21,0,3,19,0
694,41,19,189.86,3,4,21,0
695,49,5,444.07,3,0,4,0
696,26,0,269.78,1,5,0,1
697,43,21,364.84,1,0,23,0
698,62,0,74.49,0,2,0,0
699,73,8,141.12,0,0,10,0
700,29,7,231.1,0,3,7,0
701,35,14,138.36,0,2,13,0
702,64,8,375.55,1,3,7,1
703,65,4,249.74,0,1,3,0
704,72,20,266.46,2,3,20,0
705,72,18,88.13,0,0,17,0
706,48,20,106.59,2,0,20,0
707,69,8,200.77,0,1,10,0
708,54,20,316.67,0,3,20,0
709,50,15,364.4,1,0,17,0
710,58,4,399.94,1,4,5,1
711,54,12,392.58,0,0,11,0
712,59,9,339.96,1,1,10,0
713,41,23,293.03,4,1,22,0
714,26,3,321.57,4,2,1,1
715,43,3,106.31,3,1,1,1
716,43,16,360.7,0,0,15,0
717,74,12,187.56,0,0,11,0
718,71,5,80.86,1,4,5,0
719,47,17,425.25,1,0,19,0
720,56,14,309.8,1,1,16,0
721,52,9,415.39,1,0,7,0
722,41,13,168.73,0,0,12,0
723,48,17,73.16,3,5,18,0
724,67,13,373.23,1,3,15,0
725,44,17,236.1,0,2,18,0
726,32,4,100.1,1,1,6,0
727,61,8,178.18,2,3,9,0
728,22,1,121.92,0,1,2,0
729,57,15,141.36,0,0,17,0
730,24,2,172.29,2,2,1,1
731,18,0,152.53,1,3,1,0
732,47,22,370.74,0,3,21,1
733,67,12,97.13,1,0,12,0
734,71,0,116.35,2,0,1,0
735,20,0,245.12,2,1,0,0
736,61,9,425.76,0,2,11,0
737,34,15,312.64,0,4,14,0
738,33,13,193.32,0,0,11,0
739,33,0,438.16,1,2,2,1
740,67,2,164.51,1,2,2,0
741,66,20,92.82,0,0,22,0
742,26,7,158.42,5,3,7,0
743,46,23,143.33,1,1,22,0
744,20,1,338.52,1,1,2,1
745,29,8,202.11,2,0,10,0
746,53,5,96.17,0,0,5,0
747,47,0,364.85,1,2,0,1
748,41,19,160.74,2,2,21,0
749,30,8,329.63,2,0,8,0
750,59,10,111.98,1,0,9,0
751,20,0,110.68,0,0,1,0
752,51,19,336.5,0,1,21,0
753,18,0,319.18,3,3,1,0
754,21,2,282.05,3,1,2,0
755,21,2,271.03,2,3,0,0
756,51,3,108.47,0,1,2,0
757,33,5,282.2,1,2,7,0
758,47,22,322.79,3,0,21,0
759,50,10,319.86,1,2,10,0
760,53,10,391.04,0,2,10,0
761,54,17,151.29,2,4,17,0
762,46,14,434.73,0,0,14,0
763,51,4,447.5,0,0,3,1
764,38,0,363.18,4,3,2,1
765,54,18,128.79,0,1,17,0
766,74,18,164.95,0,0,20,0
767,31,11,99.34,0,1,12,0
768,62,22,288.97,3,2,22,1
769,69,18,214.99,2,4,18,0
770,70,13,228.28,3,4,12,0
771,72,19,422.89,1,2,17,0
772,20,1,275.17,0,1,0,1
